Аптека;Товар;Изготовитель;Страна;Штрихкод;Цена розничная;Цена закупочная;Цена завода с НДС;Цена реестра;Остаток;Сумма опт;Срок годности;Серия;Сертификат;Дата сертификата;Орган сертификации;Срок действия сертификата;Регистрационные номер;НГТД;Номер документа поставщика;Дата документа поставщика;Документ поставки;Поставщик;НДС;Наценка;Группа;Отдел
Аптека №210;Флебофа 600мг таб №30 1+1;Озон;Россия;4607027766207;952;828,69;828,69;0;1;828,69;01.08.2020;240717;РОСС RU.РА01.Д98380;09.08.2017;Росаккредитация;01.08.2020;;;726429-17;28.12.2017;Приход от поставщика №726429-17;Катрен НПК АО;10;14,880111983975;Стоп Цена;1;
Аптека №210;Эриус 5мг таб п/о №10;Шеринг плау;Бельгия;4250369506439;634;528,83;528,83;0;1;528,83;01.01.2019;6STBAG3B02;РОСС BE.ФМ15.Д29914;21.03.2017;ОЦКК;01.01.2019;;10130032/240317/0001943/1;726429-17;28.12.2017;Приход от поставщика №726429-17;Катрен НПК АО;10;19,88729837566;;1;
Аптека №210;Аллапинин 25мг таб №30;ФармВИЛАР;Россия;4602329000608;580;505,384;499,28;453,89;7;3537,688;01.07.2022;320617;РОСС RU.ФМ11.Д88916;30.06.2017;ООО "ФОРМАТ КАЧЕСТВА";01.07.2022;;;КЗН00620452;28.12.2017;Приход от поставщика №КЗН00620452;Пульс Казань ООО;10;14,944750329976;ЖНВЛС;1;
Аптека №210;Аркоксиа 90мг №7;Мерк;Испания;8711141828546;558;446,99666666667;0;0;3;1340,99000000001;01.03.2020;N020030;РОСС NL.ФМ15.Д39361;14.08.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.03.2020;;10013040/150817/0000;КЗН00620452;28.12.2017;Приход от поставщика №КЗН00620452;Пульс Казань ООО;10;24,833145661041;;1;
Аптека №210;Неосмектин 3г пакетики №30 ваниль;Фармстандарт-Лексредства;Россия;4601669006646;359;285,31;297;270;1;285,31;01.04.2021;300317;РОСС RU.ФМ05.Д83505;23.03.2017;ООО " Окружной центр сертификации" г. Екатеринбург;01.04.2021;;;КЗН00620452;28.12.2017;Приход от поставщика №КЗН00620452;Пульс Казань ООО;10;24,811447811448;Делимый товар,ЖНВЛС;1;
Аптека №210;Актовегин;Такеда Фармасьютикалс ООО;Россия;4602156000024;609;507,298;0;0;1;507,298;01.11.2019;01931116;РОСС RU.ФM08.Д76154;20.09.2017;ООО "Окружной центр контроля качества" г. Москва;01.11.2019;;10130130/170217/0002;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;20,047782565672;;1;
Аптека №210;Викс Актив Синекс 0,05% спрей назальный 15мл;Проктер энд Гэмбл Мануфэкчуринг ГмбХ;Германия;5011321748767;227;186,735;0;0;4;746,94;01.08.2019;6267028831;РОСС DE.ФМ15.Д21359;23.11.2016;ОСП ООО "Окружной центр контроля качества" г. Москва;31.08.2019;;10130030/241116/0005;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;21,562642247035;;1;
Аптека №210;Вильпрафен 500мг таб п/о №10;Temmler Werke;ГЕРМАНИЯ;4607098451248;575;477,02666666667;491,54;447,31;3;1431,08000000001;01.04.2021;17011;РОСС DE.ФВ14.Д49217;22.08.2017;ОС ЗАО "Техкачество";30.04.2021;;10117070/230817/0019;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;19,931914662761;ЖНВЛС;1;
Аптека №210;Гексикон 16мг свечи ваг №10;Нижфарм АО;Россия;4601026160905;283;235,3;243,43;235,43;1;235,3;01.11.2018;1451116;РОСС RU.ФМ11.Д69594;30.11.2016;ООО "ФОРМАТ КАЧЕСТВА";21.11.2018;;;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;19,594955428665;ЖНВЛС;1;
Аптека №210;Зитролид форте 500мг капс №3;Валента Фармацевтика ОАО;Россия;4602193007840;313;252,56;242,72;229,48;2;505,12;01.12.2018;181115;РОСС RU.ФМ11.Д33403;09.12.2015;ООО "ФОРМАТ КАЧЕСТВА";01.12.2018;;;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;24,901120632828;ЖНВЛС;1;
Аптека №210;Кипферон и свечи ваг рект №10;Алфарм ООО;;4607009510019;562;468,93;0;0;1;468,93;01.06.2018;402;РОСС RU.ФВ14.А01272;19.07.2017;ОС ЗАО "Техкачество";01.01.1900;;;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;19,847311965539;;1;
Аптека №210;Линекс форте капс №14;Лек Д.Д.;Словения;3838957068050;539;449,725;0;0;2;899,45;01.06.2019;HG5114;РОСС SI.ФM08.В03419;23.03.2017;ООО "Окружной центр контроля качества" г. Москва;23.03.2018;;10013060/010817/0002;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;19,851020067819;;1;
Аптека №210;Максилак капс №10;Genexo Sp. z.o.o.;Польша;4610007760010;421;351,63;0;0;2;703,26;01.09.2019;8733504;RU Д-PL.АГ60.В.00185;24.03.2016;АГ60;23.03.2018;;10113110/180917/0123;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;18;19,728123311435;;2;
Аптека №210;Мовалис 0,015/1,5мл в/м р-р амп №5 >53;Берингер Ингельхайн;Испания;9006968002286;927;772,52;0;0;1;772,52;01.11.2021;628300;РОСС ES.ФM08.Д72326;17.08.2017;ООО "Окружной центр контроля качества" г. Москва;30.11.2021;;10013140/170817/0002;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;19,996893284316;Стоп Цена;1;
Аптека №210;Пантогам актив 300мг капс №60;Лек Д.Д.;Россия;4630016120162;525;420,33;0;0;2;840,66;01.07.2020;L100617F;РОСС RU.ФВ14.Д46870;24.07.2017;ОС ЗАО "Техкачество";01.07.2020;;;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;24,901862822068;;1;
Аптека №210;Престариум А 5мг таб п/о №30;Лаборатории Сервье Индастри/ООО Сердикс;Россия;4607159860408;502;427,855;438,76;398,87;2;855,71;01.06.2020;0580617;РОСС RU.ФM08.Д72385;17.08.2017;ООО "Окружной центр контроля качества" г. Москва;01.06.2020;;;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;16,898875687453;ЖНВЛС;1;
Аптека №210;Румалон 1мл р-р амп №25;К.О.Ромфарм Компани С.Р.Л.;Румыния;5944728004894;2160;1912,21;0;0;0,4;764,884;01.10.2022;1717181;РОСС RO.ФМ15.Д46548;24.11.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.10.2022;;10013042/061217/0003;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;12,9583047887;Делимый товар,Стоп Цена;1;
Аптека №210;Тамифлю 75мг капс №10;Ф.Хоффманн-Ля Рош Лтд/Сенекси С.а.С.;Франция;4601669006585;1214;1083,39;1094,95;995,41;2;2166,78;01.04.2023;B3034;РОСС RU.ФМ05.Д79104;27.02.2017;ООО " Окружной центр сертификации" г. Екатеринбург;01.04.2023;;10005022/110217/0008;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;11,928398557012;ЖНВЛС,Стоп Цена;1;
Аптека №210;Фестал драже №20;Санофи Индия Лимитед;Индия;8901083060122;136;111,585;0;0;4;446,34;01.05.2020;3317078;РОСС IN.ФВ14.Д51296;20.09.2017;ОС ЗАО "Техкачество";01.05.2020;;10130060/210917/0006;КЗН00621278;28.12.2017;Приход от поставщика №КЗН00621278;Пульс Казань ООО;10;21,880181027916;;1;
Аптека №210;ВАЗ 1.1. Антигриппин порошок №10;ГУП УР "Аптеки Удмуртии";;;145;5,324135;119;0;1;5,324135;01.01.1900;34 178;;01.01.1900;;01.01.1900;;;0000000028 от Производство розница;09.01.2018;Приход перемещением №0000000028 от Производство розница;ГУП УР Аптеки Удм. Аптека №51;10;2623,4470951619;;1;
Аптека №210;L-тироксин 50 Берлин-Хеми 50мкг таб №50;Берлин-Хеми АГ/Менарини Групп;Германия;4013054007792;93;75,108;75,449;69,33;10;751,08;01.06.2019;72036;POCC DE.ФM11.Д94403;08.09.2017;ООО "Формат качества";01.06.2019;Берлин-Хеми/А.Менарини ООО;10013140/140917/0004485. 10013;18009;09.01.2018;Приход перемещением №18009;ГУП УР "Аптеки Удмуртии" склад;10;23,714031995123;ЖНВЛС;1;
Аптека №210;Аевит капс №20 (БАД) RENEWAL;Обновление ПФК ЗАО;Россия;4603988014388;66;38,9046;37,052;0;8;311,2368;01.02.2019;30217;RU.77.99.88.003.E.001809.04.16;22.04.2016;ФСН ППиБЧ;22.04.2066;;;18009;09.01.2018;Приход перемещением №18009;ГУП УР "Аптеки Удмуртии" склад;18;69,645748831758;;2;
Аптека №210;Маска 3-х слойная на резинке;ООО Гекса-нетканые матер;Россия;4607050210036;17;11;;;50;550;01.08.2020;-;ФСР2010/09436;30.12.1899;Федеральная служба по надзору в сфере здравоохранения ;01.08.2020;;;18009;09.01.2018;Приход перемещением №18009;ГУП УР "Аптеки Удмуртии" склад;10;54,545454545454;;1;
Аптека №210;Финлепсин ретард 400мг таб №50;Тева;Польша;5900004073152;293;244,805;242,484;221,05;1;244,805;01.05.2020;16269817;POCC PL.ФM15.Д38917;08.08.2017;ООО"ОЦКК"  Москва;01.05.2020;Тева ООО;10013040/280817/0001266;18009;09.01.2018;Приход перемещением №18009;ГУП УР "Аптеки Удмуртии" склад;10;19,875538179839;ЖНВЛС;1;
Аптека №210;Авамис 27,5 мкг/доза 120доз спрей назальный;Глаксо Оперэйшенс Великобри GB;Великобритания;4607008131321;677;564,92;0;0;1;564,92;01.06.2020;C817850;РОСС GB.ФM08.Д72711;21.08.2017;ООО "Окружной центр контроля качества" г. Москва;29.06.2020;;10013140/250817/0003;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;19,839977341924;;1;
Аптека №210;Акридерм мазь 0,05% 15г;Акрихин;Россия;4601969005486;92;73,66;74,58;67,8;1;73,66;01.06.2021;1210617;РОСС RU.ФВ14.Д44287;16.06.2017;ОС ЗАО "Техкачество";01.06.2021;;;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;24,591043175114;ЖНВЛС;1;
Аптека №210;Аллохол таб п/о №50;Вифитех ЗАО;Россия;4605180006260;44;31,834;0;0;9;286,506;01.12.2021;351117;РОСС RU.ФВ14.Д56809;21.11.2017;ОС ЗАО "Техкачество";01.12.2021;;;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;38,217000691085;;1;
Аптека №210;Амбробене 7,5мг/мл р-р д/инг 100мл;Меркле ГмбХ;Германия;4030096245104;188;152,99;143,87;131,08;1;152,99;01.05.2022;T12306;РОСС DE.ФМ15.Д37889;21.07.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.05.2022;;10013040/280817/0001;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;24,334468617502;ЖНВЛС;1;
Аптека №210;Анти-ангин формула пастилки №12;Натур продукт;НИДЕРЛАНДЫ;4601372001938;147;98,27;0;0;1;98,27;01.05.2020;7064890517;РОСС NL.ФМ15.Д40677;04.09.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.05.2020;;10013042/040917/0001;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;49,587870153658;;1;
Аптека №210;Аркоксиа 90мг №7;Мерк;Испания;8711141828546;558;446,99666666667;0;0;3;1340,99000000001;01.03.2020;N020030;РОСС NL.ФМ15.Д39361;14.08.2017;ОСП ООО "Окружной центр контроля качества" г. Москва;01.03.2020;;10013040/150817/0000;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;24,833145661041;;1;
Аптека №210;Артрозан 6мг 2,5мл амп №3;Фармстандарт-УфаВита;Россия;4601808008876;291;207,91;0;0;4;831,64;01.09.2022;280817;РОСС RU.ФМ05.Д07503;21.09.2017;ООО " Окружной центр сертификации" г. Екатеринбург;01.09.2022;;;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;39,964407676398;;1;
Аптека №210;Артрозан 15мг таб №20;Фармстандарт-Лексредства;Россия;4601669003539;285;203,675;0;0;2;407,35;01.06.2020;90517;РОСС RU.ФМ05.Д90928;17.05.2017;ООО " Окружной центр сертификации" г. Екатеринбург;01.06.2020;;;КЗН00006679;09.01.2018;Приход от поставщика №КЗН00006679;Пульс Казань ООО;10;39,928808150239;;1;
